path,ground_truth,pred,time
./data/raw/train-ws96-i/wav/20/2038A/sw2038A-ws96-i-0023.wav,H# THE H# GOVERNMENT IN POWER THAT H#,the government in power that,1.8121938705444336
./data/raw/train-ws96-i/wav/20/2039B/sw2039B-ws96-i-0035.wav,H# EVERY NIGHT THIS WEEK H# SO H#,every night this week so,1.6551532745361328
./data/raw/train-ws96-i/wav/20/2039B/sw2039B-ws96-i-0075.wav,h# TWO OR THREE NOVELS A WEEK h#,two or three novels a week,1.2888312339782715
./data/raw/train-ws96-i/wav/20/2040A/sw2040A-ws96-i-0011.wav,H# PART OF THIS I SUPPOSE H#,um part of this i suppose,1.7806589603424072
./data/raw/train-ws96-i/wav/20/2040B/sw2040B-ws96-i-0023.wav,H# LARGE NUMBERS OF H# BAREFOOT H# NATIVES OR SOMETHING H# NOT IN A H#,large numbers of ver foot tatives or something uh not in a,3.3094449043273926
./data/raw/train-ws96-i/wav/20/2041A/sw2041A-ws96-i-0027.wav,H# YEAH WOULD_THAT WE COULD H#,it wol the recon,0.8577966690063477
./data/raw/train-ws96-i/wav/20/2041B/sw2041B-ws96-i-0015.wav,AND_# YOU KNOW h# ANYTHING DEALING WITH SPORTS h#,uh anything dealing with sports,1.9246673583984375
./data/raw/train-ws96-i/wav/20/2051B/sw2051B-ws96-i-0024.wav,H# I'VE FORMULATED A PRETTY RADICAL H# THEORY H#,or formulated a pretty radical seory,2.340623140335083
./data/raw/train-ws96-i/wav/20/2051B/sw2051B-ws96-i-0087.wav,H# THAT WILL H#,that will,1.1514317989349365
./data/raw/train-ws96-i/wav/20/2051B/sw2051B-ws96-i-0118.wav,H# FOR ANY REASON H#,bor any reason ,1.2976906299591064
./data/raw/train-ws96-i/wav/20/2053A/sw2053A-ws96-i-0055.wav,H# OH WOW H# NO I JUST STARTED ABOUT H#,oh wow that just storted about,1.9859833717346191
./data/raw/train-ws96-i/wav/20/2053B/sw2053B-ws96-i-0085.wav,H# I LIKE THOSE THOSE ARE PRETTY H#, like hose is a pretty,1.053678274154663
./data/raw/train-ws96-i/wav/20/2055A/sw2055A-ws96-i-0010.wav,h# DO SOME GARDENING AND h#,du some gardening and,1.4057860374450684
./data/raw/train-ws96-i/wav/20/2055A/sw2055A-ws96-i-0026.wav,H# CROSS STITCH H#,across titch,1.202540636062622
./data/raw/train-ws96-i/wav/20/2057A/sw2057A-ws96-i-0088.wav,h# WE'D JUST PLAY UP THE FACT THAT h#,we're just play up the fact that,1.7441949844360352
./data/raw/train-ws96-i/wav/20/2062A/sw2062A-ws96-i-0001.wav,H# WELL H# WHAT ? H#,well what,0.8676376342773438
./data/raw/train-ws96-i/wav/20/2062A/sw2062A-ws96-i-0018.wav,H# AND I SUPPOSE IF H#,and i suppose that,1.1613118648529053
./data/raw/train-ws96-i/wav/20/2062A/sw2062A-ws96-i-0044.wav,h# WHAT h# THAT'S h# EXACTLY WHAT'S HAPPENING IN MY FAMILY_#,what that's it thactly was tha big can by family,2.441934823989868
./data/raw/train-ws96-i/wav/20/2064A/sw2064A-ws96-i-0020.wav,H# IT'S REALLY SAD H#,s really sad,1.1546783447265625
./data/raw/train-ws96-i/wav/20/2064A/sw2064A-ws96-i-0023.wav,H# THAN H# EXPECTING H#,then um expecting,1.5357909202575684
./data/raw/train-ws96-i/wav/20/2064A/sw2064A-ws96-i-0047.wav,h# DO h# GET KILLED h#,um do get killed,1.7281773090362549
./data/raw/train-ws96-i/wav/20/2064A/sw2064A-ws96-i-0056.wav,h# WHICH SEEMS SO AWFUL h#,ch seems so awful,1.2479984760284424
./data/raw/train-ws96-i/wav/20/2064B/sw2064B-ws96-i-0060.wav,H# SOME OF THE CRIMES ARE JUST SO H# BRUTAL AND SO YOU KNOW USELESS H#,some of the crimes are just so brutal and so you know useless,2.804450750350952
./data/raw/train-ws96-i/wav/20/2065A/sw2065A-ws96-i-0043.wav,H# OR IT CAN BE H#,can be,0.8222434520721436
./data/raw/train-ws96-i/wav/20/2065A/sw2065A-ws96-i-0053.wav,h# YEAH RIGHT h#,yeah i really,0.9675438404083252
./data/raw/train-ws96-i/wav/20/2065A/sw2065A-ws96-i-0085.wav,H# YOU KNOW AND ONE H#,you know and one,0.9467360973358154
./data/raw/train-ws96-i/wav/20/2065A/sw2065A-ws96-i-0095.wav,H# ELEPHANT FOOT SOUP YOU KNOW IT'S H# EASY TO DO ONCE YOU FIND A ELEPHANT FOOT H#,belephant foot sout you know it's seasy to do once you find the elphant foot,3.328427791595459
./data/raw/train-ws96-i/wav/20/2071B/sw2071B-ws96-i-0036.wav,H# TO H# THINK ABOUT WHEN YOU'RE TRYING TO MAKE THAT DECISION H#,to think about when you're trying to make that decision,2.3392796516418457
./data/raw/train-ws96-i/wav/20/2071B/sw2071B-ws96-i-0043.wav,H# MERCEDES AND H#,ercides and,1.3452792167663574
./data/raw/train-ws96-i/wav/20/2073B/sw2073B-ws96-i-0025.wav,H# AND WHEN THINGS START H# WHEN WHEN ABORTION COMES ON THE ISSUES THEN PEOPLE JUST GO ALL ?_#,and when things start h when when abortion comes on the ssues and people just get all,4.227147579193115
./data/raw/train-ws96-i/wav/20/2073B/sw2073B-ws96-i-0044.wav,H# THE PRESSURE THAT LOBBYISTS CAN PUT H#,the pressure that lobbyists can put,1.6763014793395996
./data/raw/train-ws96-i/wav/20/2073B/sw2073B-ws96-i-0070.wav,H# NO I CAN'T HEAR THEM H#,no i can't hear him,0.9172806739807129
./data/raw/train-ws96-i/wav/20/2078B/sw2078B-ws96-i-0055.wav,H# OH H# WHAT'S HE TEACH_#,oh whats he teach,1.3405981063842773
./data/raw/train-ws96-i/wav/20/2078B/sw2078B-ws96-i-0059.wav,H# IS THAT A TOUGH SYSTEM TO BE IN H#,sthat a tough system to bein,1.2994582653045654
./data/raw/train-ws96-i/wav/20/2079B/sw2079B-ws96-i-0002.wav,H# I'M PRESENTLY LIVING IN A HOUSE H# FIRST TIME H#,im present livitg in a house uh first time ah,2.707554817199707
./data/raw/train-ws96-i/wav/20/2085B/sw2085B-ws96-i-0013.wav,H# YOU KNOW THE MAIN THINGS THAT I LIKE ABOUT H# THE H#,you know the main things that i like about the,2.4878766536712646
./data/raw/train-ws96-i/wav/20/2085B/sw2085B-ws96-i-0044.wav,h# YOU KNOW DO A LITTLE BIT BETTER RESEARCH ON WHO GETS HIRED h#,you know do a little bit better research on who gets hired,2.3128278255462646
./data/raw/train-ws96-i/wav/20/2085B/sw2085B-ws96-i-0079.wav,h# KIDS h# TWENTY YEARS OLD h#,tuts twenty years old,1.6512181758880615
./data/raw/train-ws96-i/wav/20/2086A/sw2086A-ws96-i-0023.wav,H# VEGETABLE_OIL BUT I WILL USE PEANUT H# PEANUT OIL OR THINGS H# AND THEN WE JUST_STIR FRY BROCCOLI_AND CARROTS AND H# GREEN PEPPERS AND H#,wll thet moil wen ow well yuse peanut youn on oil or things and then we just start fry a brocoly and carrots and num e green peppers and um,6.768143653869629
./data/raw/train-ws96-i/wav/20/2089A/sw2089A-ws96-i-0069.wav,H# YEAH HE'S H# HE'S ABOUT MY FAVORITE H#,yeah he's he's about my favorite,1.3635003566741943
./data/raw/train-ws96-i/wav/20/2092B/sw2092B-ws96-i-0013.wav,H# YEAH H# TALK TOO LONG H#,yeah talked to on,0.9569895267486572
./data/raw/train-ws96-i/wav/20/2092B/sw2092B-ws96-i-0042.wav,H# SORT OF WE'RE PROBABLY LIKE MOST H#,sort of would probably like most,1.273113489151001
./data/raw/train-ws96-i/wav/20/2093A/sw2093A-ws96-i-0053.wav,H# LAST YEAR H#,last year,1.0185976028442383
./data/raw/train-ws96-i/wav/20/2094A/sw2094A-ws96-i-0011.wav,H# MY WORD H#,my word,0.8177781105041504
./data/raw/train-ws96-i/wav/20/2094B/sw2094B-ws96-i-0044.wav,H# HOW ABOUT INVESTING IN THE SUN WELL NOBODY WANTS TO PAY TWENTY FIVE CENTS A KILOWATT HOUR H#,how about investing in the sun well nobody wants to pay twenty five cents of killar whate hour,4.342280626296997
./data/raw/train-ws96-i/wav/20/2095B/sw2095B-ws96-i-0011.wav,H# IT WAS YOU_! KNOW IN THE SEVENTIES OUT HERE AND H#,it was an you know in the seventies houtut here ,2.1557648181915283
./data/raw/train-ws96-i/wav/21/2101A/sw2101A-ws96-i-0088.wav,H# MMHMM AND WE DON'T WANT OUR KIDS TO H#,mhm and we don't want our kids to,1.8757603168487549
./data/raw/train-ws96-i/wav/21/2101B/sw2101B-ws96-i-0025.wav,H# I CAN'T THINK OF THE NAME OF THE ONE THAT HAS THE H# MILITARY H#,i can't think of the name of the one that has the uh military,3.401716709136963
./data/raw/train-ws96-i/wav/21/2101B/sw2101B-ws96-i-0069.wav,RIGHT I AGREE H#,i agree,0.9122576713562012
./data/raw/train-ws96-i/wav/21/2102B/sw2102B-ws96-i-0030.wav,H# OH THAT WOULD BE A SHAME_#,el that would be a shae,0.9570529460906982
./data/raw/train-ws96-i/wav/21/2105A/sw2105A-ws96-i-0010.wav,H# AND I THINK H#,and i think uh,1.1212334632873535
./data/raw/train-ws96-i/wav/21/2110B/sw2110B-ws96-i-0056.wav,H# THAT H#,that um,0.9452242851257324
./data/raw/train-ws96-i/wav/21/2110B/sw2110B-ws96-i-0080.wav,H# HOW DID I GET INTO IT OH I'M A ELECTRICAL ENGINEER H#,ond i get into it oh i'm a lock longineer,2.1262266635894775
./data/raw/train-ws96-i/wav/21/2110B/sw2110B-ws96-i-0083.wav,H# NO THEY I'M IN A TELECOMMUNICATIONS COMPANY AND THEY H# H# SENT IT OUT IN OUR H# BULK MAIL SO THAT IF ANY H#,no tha i'm  tele communications company and the uh send it out in our folk mail sod the finy,4.894688606262207
./data/raw/train-ws96-i/wav/21/2113A/sw2113A-ws96-i-0067.wav,H# I MEAN LIKE KEVIN COSTNER DID ALL OF HIS OWN H#,i mean like kevin cosburg din all of his own,2.2878835201263428
./data/raw/train-ws96-i/wav/21/2122A/sw2122A-ws96-i-0068.wav,AND_# THEN GO BACK h# AND SEE IF THAT WORKED OR NOT_#,and then go back and see if that word tor not,2.320439100265503
./data/raw/train-ws96-i/wav/21/2124B/sw2124B-ws96-i-0007.wav,h# AND SO h#,and so um,1.0903019905090332
./data/raw/train-ws96-i/wav/21/2124B/sw2124B-ws96-i-0023.wav,H# WITH ALL THE H#,with all the um,1.2237708568572998
./data/raw/train-ws96-i/wav/21/2130B/sw2130B-ws96-i-0096.wav,H# ONE GROUP OF THEM H#,one group of them,1.3790440559387207
./data/raw/train-ws96-i/wav/21/2130B/sw2130B-ws96-i-0106.wav,h# I MEAN THAT'S ABSOLUTELY UNPRECEDENTED h# THAT WAS h#,i mean that's absolutely unprecedented that was,2.3509461879730225
./data/raw/train-ws96-i/wav/21/2137B/sw2137B-ws96-i-0025.wav,H# THE DRAFT H# THAT THEY SHOULD DRAFT WOMEN AS H# QUICKLY AS THEY DO THE MEN H#,the draft that they should drast women is corkoly is they do the man,3.633021831512451
./data/raw/train-ws96-i/wav/21/2139B/sw2139B-ws96-i-0031.wav,H# WHICH I THINK H# IS A H# IS H# AN INVASION OF PRIVACY H#,which i think is a is an invasion of privacy,3.104335308074951
./data/raw/train-ws96-i/wav/21/2139B/sw2139B-ws96-i-0072.wav,H# I GET H# MAIL_#,i get male,1.2258412837982178
./data/raw/train-ws96-i/wav/21/2145A/sw2145A-ws96-i-0055.wav,H# YOU KNOW THEY'RE H#,you know the,0.9196429252624512
./data/raw/train-ws96-i/wav/21/2145B/sw2145B-ws96-i-0001.wav,H# WELL I GUESS I WOULD H# FIRST IDENTIFY MYSELF AS H# MIDDLE AGED AND THEREFORE H#,well i guess i would first identify myself as middle aged ind thereforeha,4.245189189910889
./data/raw/train-ws96-i/wav/21/2145B/sw2145B-ws96-i-0086.wav,H# SO ? I AM H# VERY AWARE OF H#,so i ive very aware of,1.7877922058105469
./data/raw/train-ws96-i/wav/21/2149A/sw2149A-ws96-i-0088.wav,H# ORGANIZATION TO DO THERE WAS BIG BROTHER BIG SISTER H#,o thamizations to do there wauld beig brother beg sister the,1.9992153644561768
./data/raw/train-ws96-i/wav/21/2149B/sw2149B-ws96-i-0010.wav,H# YOU KNOW LIKE THE H# SHELTERS AND H#,you know like the uh shelters and,2.200227975845337
./data/raw/train-ws96-i/wav/21/2154B/sw2154B-ws96-i-0060.wav,H# FILL INS YOU KNOW H#,pill ons you know ,1.453749179840088
./data/raw/train-ws96-i/wav/21/2154B/sw2154B-ws96-i-0076.wav,H# HERE'S WHAT WENT ON IN ASIA H#,uh here's what went own and asia,2.0836381912231445
./data/raw/train-ws96-i/wav/21/2157A/sw2157A-ws96-i-0014.wav,H# OKAY H# I THINK I DID KNOW THAT H#,okay i think i did know that,1.7940187454223633
./data/raw/train-ws96-i/wav/21/2157A/sw2157A-ws96-i-0096.wav,H# BACK WHEN THEY WERE IN SAINT LOUIS_#,tat then they were in shanto,1.1334974765777588
./data/raw/train-ws96-i/wav/21/2158A/sw2158A-ws96-i-0042.wav,H# WELL I I GOT A STOPWATCH HERE H#,well i i got to tol watch here,1.3462886810302734
./data/raw/train-ws96-i/wav/21/2160A/sw2160A-ws96-i-0042.wav,H# YEAH H# THERE'S H# UM THERE'S A A SONG THAT I KNOW WHICH SAYS YOU KNOW H#,yeah there's um there's a a song that i know which says you know,3.2592663764953613
./data/raw/train-ws96-i/wav/21/2171B/sw2171B-ws96-i-0050.wav,H# WELL YOU KNOW H# I KNOW AMERICAN EXPRESS H# I'M NOT_#,weyou know uh i know american expretan i o,2.964040756225586
./data/raw/train-ws96-i/wav/21/2171B/sw2171B-ws96-i-0070.wav,H# IN THE COLLEGE H#,in the college,1.1318581104278564
./data/raw/train-ws96-i/wav/21/2171B/sw2171B-ws96-i-0080.wav,H# PEOPLE GET OLDER H# THEY'LL DO SOMETHING LIKE THAT H#,people get older hiy'll do something like that,2.0171332359313965
./data/raw/train-ws96-i/wav/21/2172A/sw2172A-ws96-i-0056.wav,YEAH,ah,0.4277782440185547
./data/raw/train-ws96-i/wav/21/2181A/sw2181A-ws96-i-0117.wav,H# YEAH THEY LEAVE H# THEY LEAVE SOME SONGS WITH YOU THEY LEAVE,ah they lease they leve some songs tat who it,2.2790071964263916
./data/raw/train-ws96-i/wav/21/2184A/sw2184A-ws96-i-0077.wav,H# I MEAN H# YOU KNOW THERE'S ALL KINDS OF H#,i mean you know there's all kinds of,1.912550449371338
./data/raw/train-ws96-i/wav/21/2184B/sw2184B-ws96-i-0075.wav,H# YOU KNOW H#,you know,0.792015552520752
./data/raw/train-ws96-i/wav/21/2185B/sw2185B-ws96-i-0021.wav,H# WE'VE LEARNED WE'RE WE UH,we've learned we're were uh,1.6377208232879639
./data/raw/train-ws96-i/wav/21/2187A/sw2187A-ws96-i-0119.wav,H# THAT'S WHY I DO THAT,rigy do,0.9842007160186768
./data/raw/train-ws96-i/wav/21/2190A/sw2190A-ws96-i-0017.wav,H# NO H# OKAY YEAH_#,no ookay yeah,1.0901384353637695
./data/raw/train-ws96-i/wav/21/2190A/sw2190A-ws96-i-0051.wav,H# YEAH H#,yeah,0.39830803871154785
./data/raw/train-ws96-i/wav/21/2191A/sw2191A-ws96-i-0028.wav,H# BUT I LIKE TO H#,but i like to um,1.7427423000335693
./data/raw/train-ws96-i/wav/21/2197B/sw2197B-ws96-i-0002.wav,H# I'D I'D ENCOURAGE IT H#,el  incourage it,1.1432185173034668
./data/raw/train-ws96-i/wav/21/2197B/sw2197B-ws96-i-0039.wav,H# HERE IN CENTRAL NEW YORK IS H#,turan centra new york is um,1.7731025218963623
./data/raw/train-ws96-i/wav/21/2197B/sw2197B-ws96-i-0092.wav,H# THAT'S ANOTHER H#,that's another,0.8582513332366943
./data/raw/train-ws96-i/wav/21/2197B/sw2197B-ws96-i-0105.wav,H# I THINK I'VE EVER RUN IN TO INTO,i the kive ever run into,1.0623266696929932
./data/raw/train-ws96-i/wav/21/2197B/sw2197B-ws96-i-0155.wav,H# EVER CONSIDER H#,ever considered,0.9604747295379639
./data/raw/train-ws96-i/wav/22/2205A/sw2205A-ws96-i-0007.wav,H# WELL NOT IN THE MORNING BUT H#,well not in the morning but um,1.7029905319213867
./data/raw/train-ws96-i/wav/22/2205A/sw2205A-ws96-i-0053.wav,H# AND I LIKE H# DIFFERENT H#,and i like different,1.4970450401306152
./data/raw/train-ws96-i/wav/22/2226B/sw2226B-ws96-i-0074.wav,H# JUDITH KRANTZ H#,do kreans,0.8082413673400879
./data/raw/train-ws96-i/wav/22/2226B/sw2226B-ws96-i-0104.wav,H# WHEN THEY MAKE THEM INTO MOVIES H#,when they make em into movies,1.1085178852081299
./data/raw/train-ws96-i/wav/22/2226B/sw2226B-ws96-i-0154.wav,H# SHOOT THAT ONE THAT WROTE H# WUTHERING HEIGHTS_#,sho t one that reit on weathering hight,2.033841371536255
./data/raw/train-ws96-i/wav/22/2227A/sw2227A-ws96-i-0065.wav,H# WE GOT DUKE IN NORTH CAROLINA H#,we got duke in north carolina,1.3795509338378906
./data/raw/train-ws96-i/wav/22/2227A/sw2227A-ws96-i-0076.wav,H# BECAUSE BY H# THE PLAY TIME IS H#,because by the playtime is,1.5933921337127686
./data/raw/train-ws96-i/wav/22/2227B/sw2227B-ws96-i-0010.wav,H# TWILIGHT ZONE RULES H#,nrules,0.9060409069061279
./data/raw/train-ws96-i/wav/22/2233A/sw2233A-ws96-i-0044.wav,H# AND H# IT'S ALWAYS OCCURRED TO ME THAT THAT H#,and it's always toccurred to me that that um,2.351834297180176
./data/raw/train-ws96-i/wav/22/2233A/sw2233A-ws96-i-0046.wav,H# SO H# I HAVE SOME BIAS IN THIS H#,so i have some bias in this,1.7891433238983154
./data/raw/train-ws96-i/wav/22/2234A/sw2234A-ws96-i-0034.wav,H# AND THAT'S NOT FAIR H#,and that's not fair,0.9220013618469238
./data/raw/train-ws96-i/wav/22/2234A/sw2234A-ws96-i-0074.wav,H# THEY WOULDN'T BE ABLE TO ENJOY ? H#,they wouldn't be able to enjoy this,1.699601173400879
./data/raw/train-ws96-i/wav/22/2237B/sw2237B-ws96-i-0017.wav,H# AND STUFF LIKE THAT H#,thef like that,0.9602437019348145
./data/raw/train-ws96-i/wav/22/2241A/sw2241A-ws96-i-0065.wav,H# THAT EVEN H# YOU KNOW PRUNING ONCE A YEAR IS REALLY NOT ENOUGH H# BUT THE THE WAY THEY BEHAVE H#,that even you know pretty once a year o s really not anough but the the way they behave,4.056487798690796
./data/raw/train-ws96-i/wav/22/2241A/sw2241A-ws96-i-0077.wav,H# BUT H# BUT THE RYE DOES REALLY WELL H# ESPECIALLY DURING THE WINTERTIME H#,bu uh but the ride does really well especially during the winter time,3.078732967376709
./data/raw/train-ws96-i/wav/22/2241B/sw2241B-ws96-i-0021.wav,H# AND THEN IT'S SOLID ROCK FROM THEN ON DOWN SO H#,and then it folaed rock from then an downso,2.02370285987854
./data/raw/train-ws96-i/wav/22/2241B/sw2241B-ws96-i-0043.wav,H# IN FACT H# WE EVEN H# WE WERE AT THE FARMERS MARKET YESTERDAY H# AND BOUGHT A FEW TOMATO PLANTS AND THINGS LIKE THAT_#,in fact um we an we were at the farmers market yesterday and bought a few tomati plants and things liketha,5.332447290420532
./data/raw/train-ws96-i/wav/22/2244B/sw2244B-ws96-i-0051.wav,H# IT WOULD BE INTERESTING TO EAT SOME OF THE MIDDLE EASTERN COOKING ? H#,in the interesting tho eat on the middle est ren pookings,2.7074828147888184
./data/raw/train-ws96-i/wav/22/2249A/sw2249A-ws96-i-0083.wav,H# THEY DON'T MASH H#,they don't match,1.0123951435089111
./data/raw/train-ws96-i/wav/22/2252B/sw2252B-ws96-i-0081.wav,AND H#,and uh,0.863126277923584
./data/raw/train-ws96-i/wav/22/2252B/sw2252B-ws96-i-0127.wav,H# RATHER THAN ONE H#,rather than one,0.9463026523590088
./data/raw/train-ws96-i/wav/22/2253A/sw2253A-ws96-i-0032.wav,H# SOME OF THE NORTHERN H#, some of the northern,1.1841094493865967
./data/raw/train-ws96-i/wav/22/2253B/sw2253B-ws96-i-0115.wav,H# AT ALL H#,at all,0.5949394702911377
./data/raw/train-ws96-i/wav/22/2254A/sw2254A-ws96-i-0068.wav,H# THEY'LL H# THEY'LL PUT IT WITH JUST H# MY WIFE LOVES_1 OLD BAY WITH EVERYTHING H# SO IF WE HAVE FRENCH FRIES THEY HAVE H#,theyl they'll put it with just my wife loves wit bay with everything so f we at french fives they have,5.071027755737305
./data/raw/train-ws96-i/wav/22/2259A/sw2259A-ws96-i-0014.wav,H# AND H# HAVE BEEN IN THIS COUNTRY FOR H#,and uh have been in this country for,3.1404905319213867
./data/raw/train-ws96-i/wav/22/2259A/sw2259A-ws96-i-0018.wav,H# ANY H#,any uh,1.4722974300384521
./data/raw/train-ws96-i/wav/22/2259A/sw2259A-ws96-i-0020.wav,H# OR H# OR H#,are are uh,1.7609062194824219
./data/raw/train-ws96-i/wav/22/2259B/sw2259B-ws96-i-0051.wav,H# IMMIGRATE TO THIS COUNTRY WE H# CUT THAT BY H# TWO THIRDS SO H#,immigratto this country we cut that by uh two thirds so,3.8675026893615723
./data/raw/train-ws96-i/wav/22/2260A/sw2260A-ws96-i-0043.wav,H# AND H# I THOUGHT OF THOSE TWO THINGS WHEN I WAS H# I WAS H# HOLDING FOR A LONG TIME H#,and uh i thought it does two things when i was i was at home in for a long time,4.202515602111816
./data/raw/train-ws96-i/wav/22/2260B/sw2260B-ws96-i-0001.wav,H# OKAY H#,okay,0.5963547229766846
./data/raw/train-ws96-i/wav/22/2262B/sw2262B-ws96-i-0008.wav,H# WE JUST_# H# WE DO NOT WANT IT H#,we just we do not want it,1.9378838539123535
./data/raw/train-ws96-i/wav/22/2262B/sw2262B-ws96-i-0051.wav,H# ? YELLOW STONE PARK_#,yeal  tim par,0.9908113479614258
./data/raw/train-ws96-i/wav/22/2263B/sw2263B-ws96-i-0027.wav,H# YEAH H# YOU CAN GET H#,yeah an get the,1.1691551208496094
./data/raw/train-ws96-i/wav/22/2265A/sw2265A-ws96-i-0015.wav,H# WE HAVE A ONE YEAR OLD HOUSE SO IT'S KIND OF HARD SOMETIMES TO WATCH T V DURING H# DURING THE NIGHT BUT I USUALLY TRY TO CATCH THE TEN O'CLOCK H#,huh we have one year old and house so iwa's kind af hars sometimes watch tv dorg  o doing the might i just to try to catch the ten o'clock,6.014096260070801
./data/raw/train-ws96-i/wav/22/2265A/sw2265A-ws96-i-0022.wav,H# YES BUT WHEN IT CAME TO THE WAR ISSUES IT WAS LIKE WHO'S TELLING THE TRUTH H#,yes but when it came to the war issues it was like twos tellin the truth,3.231703996658325
./data/raw/train-ws96-i/wav/22/2266B/sw2266B-ws96-i-0050.wav,H# SURE H# IT WAS FUN_#,sure hat was fun,1.0261204242706299
./data/raw/train-ws96-i/wav/22/2267A/sw2267A-ws96-i-0010.wav,H# AND THAT YOU WOULDN'T CATCH ME H#,nd that you woun't catch me n,1.0501055717468262
./data/raw/train-ws96-i/wav/22/2278A/sw2278A-ws96-i-0040.wav,H# REALLY H#,really,0.4503614902496338
./data/raw/train-ws96-i/wav/22/2278A/sw2278A-ws96-i-0046.wav,H# FACILITIES H# IN THE MAJOR LEAGUES H#,facilities in the major leagues,1.8840274810791016
./data/raw/train-ws96-i/wav/22/2279B/sw2279B-ws96-i-0075.wav,H# IT WAS H#,it was uh,0.9853336811065674
./data/raw/train-ws96-i/wav/22/2283B/sw2283B-ws96-i-0009.wav,WELL_# IT'S YEAH H# IT'S H# IT'S PRIMARILY JUST H# LIKE LANDSCAPING A LITTLE BIT YOU KNOW I'VE GOT H# SOME H# BUSHES AROUND THE H#,let yeah it's wit's probably where ily just uh like lanscaping a little bit you know i've got some uh bushes around uh,7.086008548736572
./data/raw/train-ws96-i/wav/22/2285A/sw2285A-ws96-i-0052.wav,H# IT'S NOT H#,it's not,1.0269320011138916
./data/raw/train-ws96-i/wav/22/2289B/sw2289B-ws96-i-0014.wav,H# WELL DO YOU DO_YOU DRINK SODA AND SUCH IN ALUMINUM CANS H#,bu do you do you drink so do and such an allono can,2.4620394706726074
./data/raw/train-ws96-i/wav/22/2290B/sw2290B-ws96-i-0065.wav,H# THAT'S_RIGHT I H# I'VE NEVER CAUGHT H#, that's right i i've never caught,2.008784294128418
./data/raw/train-ws96-i/wav/22/2290B/sw2290B-ws96-i-0142.wav,H# SOME OF THE H#,some of the,1.0601515769958496
./data/raw/train-ws96-i/wav/22/2292A/sw2292A-ws96-i-0018.wav,H# WHERE YOU HAVE TO GO TO THEIR H#,yohave to go to their,1.3391084671020508
./data/raw/train-ws96-i/wav/22/2293B/sw2293B-ws96-i-0077.wav,H# IT'S DOING SOME DAMAGE AND_#,it's doing come damage and,1.0916717052459717
